IDfg,Season,Name,OPS,PA
21562,2022,Romy Gonzalez,0.609,109
17468,2021,Kelvin Gutierrez,0.608,295
10681,2015,Gio Urshela,0.608,288
16285,2018,Michael Hermosillo,0.608,62
15640,2016,Aaron Judge,0.608,95
14894,2023,Tony Kemp,0.607,419
5384,2019,Juan Lagares,0.605,285
3878,2016,Chris Stewart,0.604,113
16221,2020,Bradley Zimmer,0.603,50
12174,2020,Jorge Bonifacio,0.602,94
19514,2022,Andrew Knizner,0.601,293
1677,2015,Shane Victorino,0.601,204
22532,2022,Tyler Freeman,0.6,86
16729,2021,Brian O'Grady,0.6,61
19635,2019,Sheldon Neuse,0.599,61
20078,2020,Evan White,0.599,202
19955,2020,Gavin Lux,0.596,69
11602,2015,Yolmer Sanchez,0.595,420
21746,2023,Jose Fermin,0.594,61
22217,2022,Luis Campusano,0.593,50
14553,2020,Nomar Mazara,0.589,149
10619,2018,David Freitas,0.589,106
19896,2022,Connor Wong,0.585,56
7945,2017,Jaff Decker,0.582,62
13338,2023,Omar Narvaez,0.58,146
13185,2018,Orlando Arcia,0.576,366
4243,2015,Jose Lobaton,0.573,155
3797,2015,J.J. Hardy,0.564,437
14773,2019,Yu Chang,0.56,84
8609,2019,Tim Federowicz,0.559,83
14773,2023,Yu Chang,0.552,112
7158,2018,Eric Young Jr.,0.551,117
24703,2022,Jonah Bride,0.548,187
10822,2015,Todd Cunningham,0.547,93
13012,2018,John Andreoli,0.546,67
5587,2015,Carlos Corporan,0.543,121
16623,2022,Greg Allen,0.531,134
18015,2022,Paul DeJong,0.53,237
21524,2023,Joey Bart,0.528,95
20242,2022,Kevin Smith,0.518,151
18142,2022,Patrick Mazeika,0.508,72
12976,2022,Austin Hedges,0.489,338
22871,2021,Tucupita Marcano,0.485,50
14738,2020,Phillip Ervin,0.481,89
20287,2023,Ben Rortvedt,0.461,79
5398,2017,Juan Graterol,0.457,87
9015,2018,Gordon Beckham,0.455,50
16256,2017,Kyle Freeland,0.401,56
15038,2017,German Marquez,0.4,53
14916,2016,Jon Gray,0.375,55
13183,2019,Zach Davies,0.362,55
10130,2015,Mike Leake,0.362,73
3551,2017,Clayton Richard,0.36,68
2520,2015,Lance Lynn,0.36,55
4153,2017,Jake Arrieta,0.358,64
4153,2019,Jake Arrieta,0.352,50
13769,2022,Adalberto Mondesi,0.344,54
4930,2016,Jon Lester,0.337,75
4505,2015,Jordan Zimmermann,0.333,69
11762,2019,Noah Syndergaard,0.332,69
1507,2017,John Lackey,0.33,61
8753,2016,Tanner Roark,0.329,75
13125,2015,Gerrit Cole,0.327,71
2036,2015,Clayton Kershaw,0.317,79
11762,2018,Noah Syndergaard,0.313,52
1507,2015,John Lackey,0.312,70
7059,2015,James Shields,0.307,74
375,2015,Bartolo Colon,0.305,64
13761,2018,Chris Stratton,0.299,50
19374,2021,Walker Buehler,0.293,82
1890,2017,Matt Moore,0.291,53
8223,2015,Brett Anderson,0.279,61
16162,2021,Brandon Woodruff,0.279,58
11836,2021,Taijuan Walker,0.249,51
10289,2016,Hector Sanchez,0.803,54
3787,2016,David Wright,0.788,164
6885,2019,Ian Desmond,0.788,482
14897,2018,Daniel Palka,0.778,449
7859,2021,Charlie Blackmon,0.761,582
3376,2016,Nick Hundley,0.759,317
9847,2020,Andrew McCutchen,0.757,241
5631,2020,Matt Kemp,0.745,132
18722,2016,Dae-Ho Lee,0.74,317
12160,2021,Ben Gamel,0.735,400
24934,2023,David Fry,0.734,113
13154,2016,Marco Hernandez,0.73,56
5486,2021,Abraham Almonte,0.73,175
12907,2019,Gregory Polanco,0.726,167
12775,2018,Brad Miller,0.724,254
18126,2019,LaMonte Wade Jr.,0.723,69
3174,2020,Shin-Soo Choo,0.723,127
6364,2018,Danny Valencia,0.723,282
16524,2019,Ryan McBroom,0.721,83
9892,2020,Jay Bruce,0.721,103
11982,2020,Travis Shaw,0.717,180
8027,2016,Adam Lind,0.717,430
17528,2015,Hector Olivera,0.715,87
11342,2019,Jesus Aguilar,0.714,369
7619,2015,Mark Reynolds,0.713,432
17838,2023,Willie Calhoun,0.712,149
3256,2018,Welington Castillo,0.71,181
8259,2016,Kurt Suzuki,0.704,373
14387,2021,Harold Ramirez,0.703,361
20503,2021,William Contreras,0.701,185
3086,2021,Mitch Moreland,0.701,252
2495,2018,Pedro Alvarez,0.698,127
19698,2021,Edward Olivares,0.697,111
15670,2015,Alex Guerrero,0.695,230
15653,2023,Dominic Smith,0.692,586
19878,2020,Adam Haseley,0.69,92
10607,2016,Bryce Brentz,0.69,64
18848,2021,Yohel Pozo,0.69,77
1327,2015,Jayson Werth,0.685,378
15112,2018,Ryan McMahon,0.683,202
3353,2020,Matt Joyce,0.682,148
14335,2018,Dilson Herrera,0.682,97
11899,2020,Joc Pederson,0.681,138
5667,2018,Steven Souza Jr.,0.678,272
4962,2021,Asdrubal Cabrera,0.678,352
17023,2017,Magneuris Sierra,0.676,64
6448,2018,Jim Adduci,0.676,185
3978,2015,Chris Heisey,0.674,72
14131,2018,Greg Bird,0.672,311
11446,2016,Rob Segedin,0.671,83
19533,2021,Taylor Jones,0.67,108
13157,2018,Nicky Delmonico,0.669,318
13277,2019,Joey Rickard,0.669,189
12775,2023,Brad Miller,0.668,67
19392,2021,Zach McKinstry,0.668,172
7244,2017,Tyler Moore,0.668,203
1177,2020,Albert Pujols,0.665,163
11400,2018,Ronald Torreyes,0.664,102
19198,2020,Yuli Gurriel,0.658,230
16403,2023,Francisco Mejia,0.658,160
3255,2017,Franklin Gutierrez,0.657,63
22117,2022,Nick Pratto,0.657,182
16622,2019,Luis Urias,0.655,249
8145,2016,Eric Fryer,0.655,133
16313,2022,Yairo Munoz,0.654,60
12005,2019,Nick Martini,0.653,109
15487,2022,Victor Reyes,0.651,336
10642,2023,Carlos Perez,0.65,189
16446,2021,Johneshwy Fargas,0.649,54
3812,2016,Gregorio Petit,0.647,223
5409,2021,Pablo Sandoval,0.645,86
24617,2022,Jarren Duran,0.645,223
15464,2020,Hunter Renfroe,0.645,139
5888,2016,Cole Gillespie,0.645,55
22054,2023,Dane Myers,0.644,70
11615,2019,Brandon Drury,0.642,447
11680,2020,Elias Diaz,0.641,73
18821,2023,Jose Azocar,0.641,102
12937,2020,Jose Osuna,0.641,82
16153,2018,Austin Slater,0.64,225
6104,2015,Aaron Hill,0.64,353
14556,2018,Max Moroff,0.64,67
11489,2015,Michael A. Taylor,0.64,511
19293,2021,Nick Senzel,0.638,124
17710,2020,Matt Beaty,0.638,54
18353,2021,Daz Cameron,0.637,115
12508,2017,Jett Bandy,0.636,188
19958,2023,Carter Kieboom,0.634,94
13621,2022,Jeimer Candelario,0.633,467
16403,2018,Francisco Mejia,0.633,62
26323,2022,Spencer Steer,0.632,108
9112,2020,Khris Davis,0.632,99
21646,2021,Rafael Marchan,0.632,56
19562,2023,Zack Short,0.631,253
18353,2022,Daz Cameron,0.629,70
5417,2020,Jose Altuve,0.629,210
17992,2023,David Fletcher,0.628,97
13154,2017,Marco Hernandez,0.628,60
11470,2017,Tony Wolters,0.625,266
2967,2020,Tommy Pham,0.624,125
19734,2019,Josh Rojas,0.624,157
12282,2020,Rougned Odor,0.623,148
14894,2016,Tony Kemp,0.621,136
14477,2023,Jake Cave,0.62,203
9929,2023,Darin Ruf,0.619,57
23794,2022,Jordan Groshans,0.619,65
13593,2020,Jose Peraza,0.617,120
27490,2023,Nick Gonzales,0.616,128
4881,2019,Carlos Gomez,0.616,99
18887,2021,Seby Zavala,0.616,104
20126,2020,Dylan Carlson,0.616,119
19960,2021,Taylor Trammell,0.615,178
13176,2018,Blake Swihart,0.613,207
4464,2015,Mike Baxter,0.612,66
11255,2015,Matt Szczur,0.612,80
18363,2020,Victor Robles,0.608,189
23818,2023,Ji Hwan Bae,0.608,371
10459,2020,Adeiny Hechavarria,0.607,63
10472,2016,Enrique Hernandez,0.607,244
7185,2018,Logan Forsythe,0.604,416
19293,2020,Nick Senzel,0.604,78
14735,2023,Brett Phillips,0.601,71
10322,2017,Danny Santana,0.6,178
12325,2019,Jace Peterson,0.599,108
6677,2019,JB Shuck,0.595,57
4922,2021,Ender Inciarte,0.592,89
13768,2015,Travis Jankowski,0.589,96
9433,2017,Dustin Garneau,0.585,126
13723,2022,Jacob Stallings,0.584,384
15082,2022,Adam Engel,0.579,260
31490,2023,Wade Meckler,0.578,64
5519,2017,Ruben Tejada,0.576,124
12244,2017,Brock Stassi,0.573,90
10059,2022,Max Stassi,0.571,375
2505,2016,Hank Conger,0.571,137
15274,2021,Mike Tauchman,0.567,191
12758,2018,Breyvic Valera,0.567,75
19346,2021,Eli White,0.567,220
13301,2016,Max Muncy,0.565,133
9807,2018,Ryan Goins,0.565,120
7927,2020,Eric Sogard,0.56,128
26396,2022,Josh Smith,0.556,253
4866,2021,Jarrod Dyson,0.549,149
21871,2022,Jerar Encarnacion,0.548,81
22274,2023,Samad Taylor,0.546,69
5273,2020,Sandy Leon,0.539,81
4866,2018,Jarrod Dyson,0.539,237
21534,2021,Cal Raleigh,0.532,148
15104,2019,Jonathan Davis,0.531,95
10951,2020,Greg Garcia,0.529,71
12976,2020,Austin Hedges,0.521,83
14352,2017,Lewis Brinson,0.513,55
10322,2020,Danny Santana,0.511,63
25353,2022,Michael Stefanic,0.509,69
11863,2016,Yadiel Rivera,0.508,71
1159,2018,Andrew Romine,0.504,131
3448,2015,Jeff Mathis,0.504,103
11902,2015,Hanser Alberto,0.5,104
4249,2016,Shane Robinson,0.492,111
17216,2020,Monte Harrison,0.491,51
11863,2018,Yadiel Rivera,0.485,160
13768,2022,Travis Jankowski,0.445,64
10346,2020,John Ryan Murphy,0.433,63
2036,2016,Clayton Kershaw,0.387,50
13774,2019,Zach Eflin,0.34,52
18498,2016,Kenta Maeda,0.331,66
12664,2016,Jerad Eickhoff,0.325,62
7448,2016,Gio Gonzalez,0.321,59
12804,2016,Matt Wisler,0.319,53
16208,2016,Brandon Finnegan,0.312,61
6797,2017,Julio Teheran,0.307,72
512,2015,A.J. Burnett,0.307,52
1245,2017,R.A. Dickey,0.295,68
6570,2015,Tom Koehler,0.294,64
11713,2015,Matt Harvey,0.292,66
6895,2017,Chase Anderson,0.288,55
4930,2018,Jon Lester,0.288,65
9803,2019,Miles Mikolas,0.288,62
10131,2018,Stephen Strasburg,0.285,51
12049,2021,Kyle Hendricks,0.283,61
3254,2019,Jeff Samardzija,0.28,56
19374,2019,Walker Buehler,0.278,66
4676,2021,Charlie Morton,0.273,62
16977,2018,Trevor Williams,0.272,51
7448,2015,Gio Gonzalez,0.268,56
14975,2017,Chad Kuhl,0.268,52
12880,2018,Tyler Anderson,0.267,60
4897,2016,Scott Kazmir,0.253,50
13774,2018,Zach Eflin,0.25,50
13074,2021,Yu Darvish,0.243,55
11156,2021,Merrill Kelly,0.222,58
19521,2021,Andy Young,0.782,104
12937,2019,Jose Osuna,0.766,285
11850,2016,Tyler Austin,0.758,90
17171,2017,Yasmany Tomas,0.758,180
9393,2019,Matt Adams,0.741,333
791,2016,Brandon Phillips,0.736,584
2502,2018,Lucas Duda,0.731,367
11680,2023,Elias Diaz,0.725,526
2154,2015,Ryan Howard,0.72,503
14551,2021,Anthony Santander,0.72,438
18839,2019,Josh Naylor,0.719,279
11146,2017,Cameron Rupp,0.716,331
1327,2017,Jayson Werth,0.715,289
19600,2023,Bryan De La Cruz,0.715,626
19318,2019,Matt Thaiss,0.714,164
10099,2015,Dustin Ackley,0.712,264
3882,2017,Chris Young,0.709,276
15482,2021,Aristides Aquino,0.707,204
26197,2021,Andrew Vaughn,0.705,469
4229,2020,Howie Kendrick,0.705,100
13633,2018,Preston Tucker,0.703,184
13910,2017,Patrick Kivlehan,0.703,204
5666,2018,Devin Mesoraco,0.7,274
5107,2015,Jefry Marte,0.697,90
15905,2020,Luis Torrens,0.696,78
3892,2020,Josh Reddick,0.693,210
14503,2021,Renato Nunez,0.69,55
6677,2015,JB Shuck,0.689,165
27459,2021,Yoshi Tsutsugo,0.689,262
14691,2019,Harold Castro,0.689,369
2197,2015,Grady Sizemore,0.688,296
19627,2021,Brent Rooker,0.688,213
19262,2019,Garrett Hampson,0.686,327
8553,2019,Gerardo Parra,0.684,301
14103,2019,Rio Ruiz,0.682,413
2434,2023,Nelson Cruz,0.681,152
8418,2016,Ehire Adrianza,0.679,71
19252,2021,Cavan Biggio,0.678,294
15608,2019,Willians Astudillo,0.678,204
10953,2021,Phil Gosselin,0.676,373
13369,2018,Erik Gonzalez,0.676,143
19331,2021,Jose Rojas,0.676,184
15672,2022,Austin Meadows,0.675,147
2136,2023,David Peralta,0.675,422
19514,2019,Andrew Knizner,0.67,58
17423,2022,Yermin Mercedes,0.668,83
9328,2016,Drew Stubbs,0.667,94
16263,2017,Sam Travis,0.667,83
15518,2017,Amed Rosario,0.665,170
3441,2016,Nolan Reimold,0.664,227
2073,2015,Jeff Baker,0.663,80
7949,2018,Tim Beckham,0.661,402
9433,2016,Dustin Garneau,0.661,75
2616,2018,Zack Cozart,0.658,253
11200,2023,Kole Calhoun,0.657,174
16192,2019,Derek Fisher,0.657,167
5352,2018,Yangervis Solarte,0.655,506
25845,2022,Michael Toglia,0.653,120
16313,2019,Yairo Munoz,0.653,181
19966,2022,Bobby Dalbec,0.652,353
14713,2019,Dawel Lugo,0.652,288
15170,2021,Josh VanMeter,0.651,310
10815,2021,Jurickson Profar,0.649,412
12937,2018,Jose Osuna,0.648,111
13895,2016,Trevor Brown,0.647,184
17710,2023,Matt Beaty,0.642,72
18288,2018,Austin Dean,0.642,122
22563,2022,Gabriel Arias,0.641,57
19318,2022,Matt Thaiss,0.64,81
2090,2015,Alex Rios,0.64,411
19294,2022,Nick Solak,0.638,95
20220,2022,Jo Adell,0.637,285
13499,2018,Tom Murphy,0.637,96
15161,2017,Mitch Garver,0.636,52
14352,2020,Lewis Brinson,0.636,112
3312,2017,Martin Prado,0.636,147
13329,2020,Jake Lamb,0.635,99
2918,2015,Angel Pagan,0.635,551
3395,2017,Cliff Pennington,0.635,217
17161,2023,Chad Wallach,0.635,172
19906,2022,Diego Castillo,0.633,283
17932,2021,Andrew Stevenson,0.632,213
7168,2017,Juan Centeno,0.632,57
16885,2019,Joshua Fuentes,0.632,56
13836,2023,Matt Duffy,0.631,209
20056,2023,Alan Trejo,0.631,227
11615,2015,Brandon Drury,0.629,59
13367,2020,Stephen Piscotty,0.629,171
21560,2022,Alfonso Rivas,0.628,287
18206,2019,Nick Dini,0.627,64
17932,2018,Andrew Stevenson,0.626,86
17326,2019,Cole Tucker,0.626,159
8001,2019,Hanley Ramirez,0.625,57
16959,2021,Eddy Alvarez,0.625,74
17338,2019,Willi Castro,0.624,110
2578,2015,Peter Bourjos,0.623,225
11472,2017,Dixon Machado,0.621,181
11369,2016,Brett Eibner,0.619,208
12409,2015,Ryan Rua,0.619,86
3371,2016,Alejandro De Aza,0.618,267
11442,2020,Gary Sanchez,0.618,178
13369,2019,Erik Gonzalez,0.618,156
6827,2015,Justin Maxwell,0.616,274
13419,2018,Christian Walker,0.614,53
10951,2018,Greg Garcia,0.613,208
19960,2023,Taylor Trammell,0.612,56
9542,2016,Steve Clevenger,0.611,76
20805,2023,Carlos Perez,0.611,53
6073,2015,Brendan Ryan,0.608,103
6938,2015,Eric Campbell,0.607,206
4793,2015,Travis Ishikawa,0.607,72
4365,2016,Scott Van Slyke,0.606,113
18607,2019,Jared Walsh,0.605,87
7324,2016,Chris Gimenez,0.602,155
10953,2019,Phil Gosselin,0.602,68
16192,2018,Derek Fisher,0.602,86
6013,2015,Cristhian Adames,0.6,58
5677,2016,A.J. Ellis,0.599,196
9308,2018,Josh Phegley,0.599,102
13265,2020,Mike Zunino,0.598,84
14968,2018,Victor Caratini,0.597,200
14553,2021,Nomar Mazara,0.597,181
10322,2021,Danny Santana,0.597,127
7409,2016,Xavier Scruggs,0.596,69
21837,2022,Jonathan Aranda,0.596,87
12399,2016,Taylor Motter,0.59,93
3376,2019,Nick Hundley,0.59,73
5986,2017,Mike Aviles,0.589,97
13770,2018,Rob Refsnyder,0.588,103
23985,2023,Osleivis Basabe,0.587,94
22186,2023,Brice Turang,0.585,448
10348,2020,Domingo Santana,0.583,84
10473,2018,Cheslor Cuthbert,0.583,117
15172,2023,Tim Anderson,0.582,524
20165,2022,J.J. Matijevic,0.582,71
8709,2020,Elvis Andrus,0.582,111
22542,2023,Lawrence Butler,0.582,129
1736,2018,Jose Reyes,0.58,251
16411,2017,Richard Urena,0.579,75
13809,2015,Micah Johnson,0.576,114
4182,2015,Jonathan Herrera,0.576,132
16271,2021,Alex Blandino,0.574,82
15214,2023,Brandon Dixon,0.573,86
14885,2019,Pat Valaika,0.572,86
19966,2023,Bobby Dalbec,0.57,53
12160,2016,Ben Gamel,0.569,57
15878,2022,Miguel Andujar,0.568,140
12984,2022,Jackie Bradley Jr.,0.566,370
10199,2019,Billy Hamilton,0.564,353
20454,2020,Jazz Chisholm Jr.,0.563,62
22871,2022,Tucupita Marcano,0.562,177
5352,2019,Yangervis Solarte,0.562,78
15585,2021,Mike Ford,0.561,72
15653,2022,Dominic Smith,0.56,152
15117,2023,Hunter Dozier,0.558,91
19958,2020,Carter Kieboom,0.556,122
11481,2021,Henry Ramos,0.555,55
12944,2016,Socrates Brito,0.554,97
9284,2019,Chris Herrmann,0.553,94
21078,2023,Trey Cabbage,0.553,56
10166,2017,Nick Franklin,0.552,119
24782,2023,David Villar,0.55,140
17023,2021,Magneuris Sierra,0.549,225
12606,2018,Raffy Lopez,0.549,117
14196,2023,Andrew Velazquez,0.548,94
5273,2019,Sandy Leon,0.548,191
5277,2015,Tuffy Gosewisch,0.542,138
5491,2021,Austin Romine,0.542,62
11494,2015,Kaleb Cowart,0.538,52
22515,2023,Heliot Ramos,0.537,60
27615,2022,Alec Burleson,0.535,53
17684,2020,Vimael Machin,0.534,71
22558,2022,Jarred Kelenic,0.534,181
12508,2018,Jett Bandy,0.533,71
13005,2018,Kelby Tomlinson,0.529,152
16451,2018,Luis Guillorme,0.523,74
5666,2015,Devin Mesoraco,0.519,51
5942,2019,Jesus Sucre,0.511,67
12977,2022,Michael Perez,0.511,132
5273,2022,Sandy Leon,0.509,86
16925,2022,Aramis Garcia,0.507,115
1159,2021,Andrew Romine,0.501,64
6086,2016,Casey McGehee,0.5,96
10816,2019,Jedd Gyorko,0.498,101
15402,2019,Jack Mayfield,0.497,65
13768,2017,Travis Jankowski,0.496,87
9689,2015,Josh Thole,0.495,52
15730,2018,Tyler Wade,0.487,70
18353,2020,Daz Cameron,0.483,59
14196,2020,Andrew Velazquez,0.48,77
22411,2022,Cal Stevenson,0.478,71
11863,2019,Yadiel Rivera,0.474,66
13769,2017,Adalberto Mondesi,0.46,60
19369,2017,Jae-Gyun Hwang,0.459,57
12590,2015,Taylor Featherston,0.459,169
10847,2022,Andrelton Simmons,0.431,85
4866,2020,Jarrod Dyson,0.411,66
16947,2023,Derek Hill,0.411,50
2498,2016,Jemile Weeks,0.404,57
16285,2022,Michael Hermosillo,0.398,73
13854,2019,Anthony Bemboom,0.349,56
12049,2016,Kyle Hendricks,0.305,68
3254,2017,Jeff Samardzija,0.266,67
375,2016,Bartolo Colon,0.265,65
10547,2015,Jimmy Nelson,0.252,59
15689,2018,Luis Castillo,0.25,65
14916,2018,Jon Gray,0.243,61
16149,2017,Aaron Nola,0.237,54
3284,2019,Anibal Sanchez,0.231,56
11589,2017,Jose Urena,0.229,56
6797,2015,Julio Teheran,0.226,68
18383,2019,Mike Soroka,0.22,63
18684,2019,Sandy Alcantara,0.22,63
12049,2017,Kyle Hendricks,0.22,51
2520,2017,Lance Lynn,0.218,61
6895,2016,Chase Anderson,0.217,52
2929,2015,Jeff Locke,0.195,54
7448,2018,Gio Gonzalez,0.194,55
6893,2017,Johnny Cueto,0.191,52
13050,2021,Anthony DeSclafani,0.168,62
18300,2018,Andrew Suarez,0.166,51
8610,2017,Kendrys Morales,0.753,608
8001,2017,Hanley Ramirez,0.75,553
1744,2019,Miguel Cabrera,0.744,549
1177,2019,Albert Pujols,0.734,545
8267,2019,Chris Iannetta,0.728,164
16909,2021,Colin Moran,0.724,359
5222,2019,Justin Upton,0.724,256
14350,2019,Raimel Tapia,0.724,447
5677,2018,A.J. Ellis,0.722,183
14366,2023,Joey Meneses,0.722,657
3086,2016,Mitch Moreland,0.72,503
15679,2021,Rowdy Tellez,0.719,325
9929,2015,Darin Ruf,0.714,297
7304,2023,Salvador Perez,0.714,580
4022,2019,Melky Cabrera,0.713,397
2218,2016,Ryan Raburn,0.712,256
14131,2017,Greg Bird,0.71,170
4298,2019,Matt Wieters,0.702,183
18171,2023,Seth Brown,0.692,378
14936,2017,Jaycob Brugman,0.688,162
14158,2017,Mac Williamson,0.685,73
17901,2023,Andrew Benintendi,0.682,621
5760,2015,Avisail Garcia,0.675,601
12174,2018,Jorge Bonifacio,0.672,270
1908,2018,Adrian Gonzalez,0.672,187
15767,2020,Jose Marmolejos,0.672,115
11200,2021,Kole Calhoun,0.67,182
11205,2020,Adam Eaton,0.669,176
10289,2017,Hector Sanchez,0.668,143
2677,2015,Jordan Pacheco,0.667,78
11470,2019,Tony Wolters,0.666,411
2579,2017,Carlos Ruiz,0.665,145
25459,2022,Peyton Burdick,0.665,102
11204,2016,Stephen Cardullo,0.665,59
11342,2023,Jesus Aguilar,0.665,115
19198,2023,Yuli Gurriel,0.663,329
8203,2022,Dee Strange-Gordon,0.661,59
7870,2019,Jonathan Lucroy,0.66,328
16424,2017,Jordan Luplow,0.66,87
10286,2018,Francisco Arcia,0.654,106
9911,2017,Chris Carter,0.653,208
11902,2023,Hanser Alberto,0.652,90
5491,2016,Austin Romine,0.65,176
1101,2017,Ichiro Suzuki,0.649,215
10324,2021,Marcell Ozuna,0.645,208
15191,2016,Chad Pinder,0.645,55
20275,2020,Jonathan Arauz,0.644,80
8553,2021,Gerardo Parra,0.643,107
17326,2021,Cole Tucker,0.64,131
14352,2021,Lewis Brinson,0.639,290
9682,2015,Adam Rosales,0.638,125
16434,2023,Christian Arroyo,0.638,206
22871,2023,Tucupita Marcano,0.633,220
29715,2023,Hunter Goodman,0.632,77
13593,2019,Jose Peraza,0.631,403
11476,2019,Odubel Herrera,0.629,139
5097,2016,Anthony Gose,0.628,101
1825,2015,David DeJesus,0.626,317
9241,2023,Starling Marte,0.625,341
6266,2017,Daniel Robertson,0.625,88
12180,2020,Jorge Alfaro,0.624,100
11391,2016,Tyler Holt,0.623,208
11902,2022,Hanser Alberto,0.623,159
22650,2022,Jordan Diaz,0.621,51
19314,2021,Donovan Walton,0.619,69
10329,2017,Rey Fuentes,0.616,145
15585,2022,Mike Ford,0.615,149
16451,2023,Luis Guillorme,0.615,120
7937,2015,Logan Schafer,0.611,143
3516,2023,Eric Hosmer,0.61,100
6013,2016,Cristhian Adames,0.607,256
14593,2021,David Bote,0.606,327
18363,2021,Victor Robles,0.605,369
6153,2020,Eduardo Escobar,0.605,222
16442,2020,Ryan O'Hearn,0.604,132
25768,2022,CJ Abrams,0.604,302
11611,2018,Rosell Herrera,0.602,302
19339,2019,Nicky Lopez,0.601,402
1609,2016,Omar Infante,0.6,149
11270,2016,Aaron Altherr,0.597,227
16411,2019,Richard Urena,0.597,80
7740,2017,Ty Kelly,0.595,105
19262,2022,Garrett Hampson,0.594,226
14196,2021,Andrew Velazquez,0.594,68
6589,2018,Sean Rodriguez,0.591,173
11875,2018,Ronny Rodriguez,0.591,206
18889,2021,Danny Mendick,0.589,186
17684,2022,Vimael Machin,0.587,253
26368,2022,J.J. Bleday,0.586,238
21562,2023,Romy Gonzalez,0.585,97
5751,2015,Hernan Perez,0.584,272
11761,2018,Drew Robinson,0.582,125
8090,2021,Matt Carpenter,0.581,249
9952,2023,Trayce Thompson,0.579,179
9345,2021,Brock Holt,0.579,260
13265,2023,Mike Zunino,0.578,140
24589,2022,Richie Palacios,0.578,123
12983,2019,Charlie Tilson,0.578,157
10323,2019,Rafael Ortega,0.578,96
3797,2017,J.J. Hardy,0.578,268
7358,2016,Michael Martinez,0.574,106
16686,2023,Jason Vosler,0.571,65
629,2016,Brandon Barnes,0.57,109
20036,2020,Isaac Paredes,0.568,108
10642,2016,Carlos Perez,0.568,291
4016,2016,Jerry Sands,0.567,58
13185,2021,Orlando Arcia,0.567,89
15194,2021,Jake Bauers,0.566,315
5491,2017,Austin Romine,0.565,252
5227,2015,Jon Jay,0.563,245
5450,2015,Daniel Nava,0.56,166
24400,2023,Terrin Vavra,0.56,56
18083,2019,Austin Allen,0.559,71
22168,2022,Akil Baddoo,0.558,225
9345,2020,Brock Holt,0.557,106
18067,2023,Garrett Stubbs,0.557,125
4940,2022,Jason Heyward,0.556,151
7215,2015,David Lough,0.555,144
19363,2017,Austin Hays,0.555,63
17738,2018,Chris Shaw,0.552,62
18819,2022,Andy Ibanez,0.551,128
19181,2022,Zack Collins,0.551,108
11265,2023,Jonathan Schoop,0.55,151
22277,2023,Nick Allen,0.55,329
14551,2018,Anthony Santander,0.547,108
3371,2017,Alejandro De Aza,0.546,70
15983,2023,Jackson Frazier,0.545,76
3390,2015,John Mayberry,0.545,119
6310,2022,Alcides Escobar,0.542,131
11935,2017,Travis Taijeron,0.54,59
18054,2021,Sam Haggerty,0.538,94
19354,2021,Luke Raley,0.538,72
13324,2020,Ildemaro Vargas,0.536,54
16542,2020,Shed Long Jr.,0.533,128
19508,2022,Kyle Lewis,0.529,62
8628,2017,Paulo Orlando,0.527,90
17838,2022,Willie Calhoun,0.524,62
17714,2020,Christin Stewart,0.524,99
18142,2021,Patrick Mazeika,0.519,87
27604,2023,Alika Williams,0.518,112
9253,2019,Keon Broxton,0.517,228
13866,2018,Bruce Maxwell,0.516,58
17062,2020,Grayson Greiner,0.515,55
11846,2017,Leonys Martin,0.513,138
10289,2015,Hector Sanchez,0.51,59
10937,2015,Ryan Strausborger,0.507,51
20572,2022,Kody Clemens,0.505,127
10815,2017,Jurickson Profar,0.501,70
17620,2020,Myles Straw,0.5,86
13265,2022,Mike Zunino,0.499,123
10416,2019,Wilfredo Tovar,0.492,88
20275,2023,Jonathan Arauz,0.491,66
12510,2023,Curt Casali,0.49,96
24703,2023,Jonah Bride,0.49,106
18900,2021,Leody Taveras,0.477,185
12977,2020,Michael Perez,0.475,93
8145,2017,Eric Fryer,0.474,83
9689,2016,Josh Thole,0.474,136
4243,2018,Jose Lobaton,0.47,57
5254,2015,Robbie Grossman,0.467,54
13443,2016,Tony Renda,0.463,67
1738,2017,Jhonny Peralta,0.462,58
16426,2020,Thairo Estrada,0.46,52
5384,2022,Juan Lagares,0.46,62
17040,2022,Jose Herrera,0.457,124
13356,2020,Bubba Starling,0.456,64
14453,2020,Scott Heineman,0.454,54
11241,2021,Mike Freeman,0.448,65
17932,2017,Andrew Stevenson,0.443,66
17901,2020,Andrew Benintendi,0.442,52
12399,2023,Taylor Motter,0.442,82
13755,2018,Tomas Nido,0.438,90
19734,2020,Josh Rojas,0.437,70
16221,2022,Bradley Zimmer,0.435,117
13854,2022,Anthony Bemboom,0.418,59
11145,2017,Christian Colon,0.416,57
7087,2016,Caleb Joseph,0.413,141
10807,2019,Tyler Saladino,0.413,71
19824,2022,Chuckie Robinson,0.407,60
10059,2019,Max Stassi,0.378,147
6893,2016,Johnny Cueto,0.251,84
1507,2016,John Lackey,0.25,69
16256,2018,Kyle Freeland,0.242,71
2036,2019,Clayton Kershaw,0.242,65
9323,2019,Patrick Corbin,0.24,72
7448,2017,Gio Gonzalez,0.234,75
6797,2019,Julio Teheran,0.234,60
6895,2015,Chase Anderson,0.227,57
10547,2017,Jimmy Nelson,0.226,60
13050,2019,Anthony DeSclafani,0.218,57
8753,2017,Tanner Roark,0.216,63
